count,1,2,3,4,5,6,7,person,amount
1001,6,10,12,14,20,42,15,12,"2,077,279,594"
1002,17,25,33,35,38,45,15,8,"3,088,449,563"
1003,1,4,29,39,43,45,31,14,"1,811,116,822"
1004,7,15,30,37,39,44,18,10,"2,576,251,913"
1005,8,13,18,24,27,29,17,12,"2,061,199,344"
1006,8,11,15,16,17,37,36,9,"2,855,602,125"
1007,8,11,16,19,21,25,40,9,"2,718,786,375"
1008,9,11,30,31,41,44,33,11,"2,267,377,910"
1009,15,23,29,34,40,44,20,15,"1,702,462,825"
1010,9,12,15,25,34,36,3,8,"3,119,380,079"
1011,1,9,12,26,35,38,42,11,"2,220,348,512"
1012,5,11,18,20,35,45,3,13,"1,861,944,318"
1013,21,22,26,34,36,41,32,5,"5,047,570,725"
1014,3,11,14,18,26,27,21,10,"2,410,449,338"
1015,14,23,31,33,37,40,44,8,"3,051,105,610"
1016,15,26,28,34,41,42,44,11,"2,260,660,671"
1017,12,18,22,23,30,34,32,7,"3,517,684,822"
1018,3,19,21,25,37,45,35,2,"12,361,744,688"
1019,1,4,13,17,34,39,6,50,"438,565,140"
1020,12,27,29,38,41,45,6,13,"1,966,431,520"
1021,12,15,17,24,29,45,16,12,"2,108,962,250"
1022,5,6,11,29,42,45,28,5,"4,866,468,075"
1023,10,14,16,18,29,35,25,9,"2,745,677,875"
1024,9,18,20,22,38,44,10,8,"3,020,323,500"
1025,8,9,20,25,29,33,7,4,"6,118,853,344"
1026,5,12,13,31,32,41,34,15,"1,619,118,475"
1027,14,16,27,35,39,45,5,10,"2,460,504,338"
1028,5,7,12,13,18,35,23,20,"1,181,235,132"
1029,12,30,32,37,39,41,24,10,"2,527,848,450"
1030,2,5,11,17,24,29,9,19,"1,276,406,507"
1031,6,7,22,32,35,36,19,8,"3,213,957,563"
1032,1,6,12,19,36,42,28,10,"2,675,257,538"
1033,3,11,15,20,35,44,10,13,"1,913,414,943"
1034,26,31,32,33,38,40,11,9,"2,868,856,209"
1035,9,14,34,35,41,42,2,8,"3,231,193,735"
1036,2,5,22,32,34,45,39,9,"2,837,323,167"
1037,2,14,15,22,27,33,31,15,"1,708,576,825"
1038,7,16,24,27,37,44,2,15,"1,627,457,225"
1039,2,3,6,19,36,39,26,16,"1,585,019,672"
1040,8,16,26,29,31,36,11,7,"3,660,482,625"
1041,6,7,9,11,17,18,45,25,"935,091,165"
1042,5,14,15,23,34,43,4,20,"1,240,663,669"
1043,3,5,12,22,26,31,19,17,"1,468,646,956"
1044,12,17,20,26,28,36,4,8,"3,136,941,235"
1045,6,14,15,19,21,41,37,13,"1,990,060,443"
1046,7,16,25,29,35,36,28,12,"2,011,415,719"
1047,2,20,33,40,42,44,32,9,"2,748,797,875"
1048,6,12,17,21,32,39,30,17,"1,612,494,508"
1049,3,5,13,20,21,37,17,15,"1,727,810,100"
1050,6,12,31,35,38,43,17,17,"1,535,083,280"
1051,21,26,30,32,33,35,44,18,"1,669,558,480"
1052,5,17,26,27,35,38,1,11,"2,341,682,762"
1053,22,26,29,30,34,45,15,7,"4,090,367,411"
1054,14,19,27,28,30,45,33,9,"3,147,925,709"
1055,4,7,12,14,22,33,31,11,"2,362,815,205"
1056,13,20,24,32,36,45,29,14,"1,969,662,456"
1057,8,13,19,27,40,45,12,17,"1,616,069,714"
1058,11,23,25,30,32,40,42,13,"2,058,020,250"
1059,7,10,22,25,34,40,27,13,"2,033,168,481"
1060,3,10,24,33,38,45,36,28,"898,238,907"
1061,4,24,27,35,37,45,15,11,"2,422,768,773"
1062,20,31,32,40,41,45,12,7,"3,801,933,804"
1063,3,6,22,23,24,38,30,7,"3,770,311,875"
1064,3,6,9,18,22,35,14,19,"1,348,168,106"
1065,3,18,19,23,32,45,24,14,"1,852,593,938"
1066,6,11,16,19,21,32,45,15,"1,670,947,250"
1067,7,10,19,23,28,33,18,13,"1,981,114,010"
1068,4,7,19,26,33,35,3,19,"1,363,929,514"
1069,1,10,18,22,28,31,44,14,"1,863,217,554"
1070,3,6,14,22,30,41,36,14,"1,859,116,929"
1071,1,2,11,21,30,35,39,5,"5,183,979,750"
1072,16,18,20,23,32,43,27,12,"2,175,006,375"
1073,6,18,28,30,32,38,15,11,"2,345,227,603"
1074,1,6,20,27,28,41,15,12,"2,134,763,657"
1075,1,23,24,35,44,45,10,9,"2,896,337,167"
1076,3,7,9,33,36,37,10,9,"2,672,689,750"
1077,4,8,17,30,40,43,34,7,"3,570,901,018"
1078,6,10,11,14,36,38,43,12,"2,141,604,938"
1079,4,8,18,24,37,45,6,9,"2,712,329,417"
1080,13,16,23,31,36,44,38,7,"3,639,444,429"
1081,1,9,16,23,24,38,17,11,"2,343,892,944"
1082,21,26,27,32,34,42,31,7,"3,720,489,643"
1083,3,7,14,15,22,38,17,15,"1,713,084,525"
1084,8,12,13,29,33,42,5,15,"1,738,764,600"
1085,4,7,17,18,38,44,36,23,"1,073,277,473"
1086,11,16,25,27,35,36,37,17,"1,515,913,809"
1087,13,14,18,21,34,44,16,16,"1,732,253,602"
1088,11,21,22,30,39,44,31,11,"2,434,697,898"
1089,4,18,31,37,42,43,40,9,"2,978,522,167"
1090,12,19,21,29,40,45,1,11,"2,386,494,614"
1091,6,20,23,24,28,30,44,9,"2,898,470,459"
1092,7,18,19,26,33,45,37,16,"1,583,289,844"
1093,10,17,22,30,35,43,44,13,"1,967,040,750"
1094,6,7,15,22,26,40,41,12,"2,112,854,469"
1095,8,14,28,29,34,40,12,10,"2,617,825,575"
1096,1,12,16,19,23,43,34,10,"2,539,391,175"
1097,14,33,34,35,37,40,4,7,"3,864,293,090"
1098,12,16,21,24,41,43,15,13,"1,930,461,895"
1099,3,20,28,38,40,43,4,9,"2,959,934,125"
1100,17,26,29,30,31,43,12,13,"2,207,575,472"
1101,6,7,13,28,36,42,41,13,"2,100,529,500"
1102,13,14,22,26,37,38,20,20,"1,383,591,413"
1103,10,12,29,31,40,44,2,17,"1,574,419,633"
1104,1,7,21,30,35,38,2,15,"1,817,193,100"
1105,6,16,34,37,39,40,11,15,"1,834,853,800"
1106,1,3,4,29,42,45,36,11,"2,790,462,819"
1107,6,14,30,31,40,41,29,14,"2,025,625,233"
1108,7,19,26,37,39,44,27,14,"1,957,990,849"
1109,10,12,13,19,33,40,2,17,"1,584,352,875"
1110,3,7,11,20,22,41,24,16,"1,647,392,719"
1111,3,13,30,33,43,45,4,16,"1,714,662,540"
1112,16,20,26,36,42,44,24,10,"2,804,455,650"
1113,11,13,20,21,32,44,8,14,"1,987,426,822"
1114,10,16,19,32,33,38,3,17,"1,583,813,824"
1115,7,12,23,32,34,36,8,12,"2,257,278,282"
1116,15,16,17,25,30,31,32,10,"2,695,000,238"
1117,3,4,9,30,33,36,7,9,"3,028,385,542"
1118,11,13,14,15,16,45,3,19,"1,477,445,132"
1119,1,9,12,13,20,45,3,19,"1,396,028,764"
1120,2,19,26,31,38,41,34,11,"2,522,163,375"
1121,6,24,31,32,38,44,8,11,"2,524,513,262"
1122,3,6,21,30,34,35,22,11,"2,556,266,046"
1123,13,19,21,24,34,35,26,16,"1,731,310,711"
1124,3,8,17,30,33,34,28,10,"2,623,327,913"
1125,6,14,25,33,40,44,30,12,"2,195,289,188"
1126,4,5,9,11,37,40,7,11,"2,386,382,421"
1127,10,15,24,30,31,37,32,12,"2,267,891,969"
1128,1,5,8,16,28,33,45,63,"419,925,560"
1129,5,10,11,17,28,34,22,11,"2,369,567,660"
1130,15,19,21,25,27,28,40,12,"2,263,301,219"
1131,1,2,6,14,27,38,33,17,"1,542,367,898"
1132,6,7,19,28,34,41,5,11,"2,404,951,807"
1133,13,14,20,28,29,34,23,13,"2,105,079,491"
1134,3,7,9,13,19,24,23,14,"1,755,689,384"
1135,1,6,13,19,21,33,4,9,"2,953,726,125"
1136,21,33,35,38,42,44,1,12,"2,314,468,157"
1137,4,9,12,15,33,45,26,14,"2,023,447,688"
1138,14,16,19,20,29,34,35,14,"1,902,656,786"
1139,5,12,15,30,37,40,18,13,"2,167,490,972"
1140,7,10,22,29,31,38,15,12,"2,279,823,938"
1141,7,11,12,21,26,35,20,11,"2,457,758,285"
1142,2,8,28,30,37,41,22,9,"3,117,517,709"
1143,10,16,17,27,28,36,6,11,"2,545,657,023"
1144,3,4,12,15,26,34,6,18,"1,489,347,375"
1145,2,11,31,33,37,44,32,9,"3,051,630,084"
1146,6,11,17,19,40,43,28,11,"2,526,476,353"
1147,7,11,24,26,27,37,32,8,"3,323,422,079"
1148,3,6,13,15,16,22,32,13,"2,073,332,308"
1149,8,15,19,21,32,36,38,17,"1,613,380,765"
1150,8,9,18,35,39,45,25,17,"1,570,620,309"
1151,2,3,9,15,27,29,8,17,"1,620,503,030"
1152,30,31,32,35,36,37,5,35,"874,349,668"
1153,1,9,10,13,35,44,5,15,"2,027,312,925"
1154,4,8,22,26,32,38,27,15,"1,854,965,425"
1155,10,16,19,27,37,38,13,7,"4,066,375,179"
1156,30,31,34,39,41,45,7,21,"1,505,207,090"
