count,1,2,3,4,5,6,7,person,amount
501,1,4,10,17,31,42,2,4,"3,025,200,094"
502,6,22,28,32,34,40,26,6,"2,201,458,125"
503,1,5,27,30,34,36,40,7,"1,853,634,911"
504,6,14,22,26,43,44,31,9,"1,443,236,959"
505,7,20,22,25,38,40,44,6,"1,917,955,188"
506,6,9,11,22,24,30,31,3,"4,073,333,875"
507,12,13,32,33,40,41,4,9,"1,416,438,875"
508,5,27,31,34,35,43,37,8,"1,599,557,860"
509,12,25,29,35,42,43,24,5,"2,689,076,100"
510,12,29,32,33,39,40,42,5,"2,644,158,150"
511,3,7,14,23,26,42,24,6,"2,165,579,250"
512,4,5,9,13,26,27,1,13,"940,094,452"
513,5,8,21,23,27,33,12,3,"4,589,624,750"
514,1,15,20,26,35,42,9,3,"4,451,055,500"
515,2,11,12,15,23,37,8,1,"13,200,466,875"
516,2,8,23,41,43,44,30,11,"1,294,190,182"
517,1,9,12,28,36,41,10,5,"2,659,057,725"
518,14,23,30,32,34,38,6,6,"2,263,804,125"
519,6,8,13,16,30,43,3,7,"1,950,601,393"
520,4,22,27,28,38,40,1,6,"2,167,205,438"
521,3,7,18,29,32,36,19,8,"1,693,420,922"
522,4,5,13,14,37,41,11,6,"2,281,623,000"
523,1,4,37,38,40,45,7,7,"1,780,355,840"
524,10,11,29,38,41,45,21,4,"3,491,695,594"
525,11,23,26,29,39,44,22,9,"1,501,132,375"
526,7,14,17,20,35,39,31,9,"1,491,031,959"
527,1,12,22,32,33,42,38,13,"1,032,386,366"
528,5,17,25,31,39,40,10,11,"1,197,889,125"
529,18,20,24,27,31,42,39,8,"1,749,114,797"
530,16,23,27,29,33,41,22,11,"1,231,656,239"
531,1,5,9,21,27,35,45,9,"1,521,519,750"
532,16,17,23,24,29,44,3,7,"2,216,896,286"
533,9,14,15,17,31,33,23,8,"1,785,671,579"
534,10,24,26,29,37,38,32,1,"14,215,763,250"
535,11,12,14,15,18,39,34,3,"4,935,603,000"
536,7,8,18,32,37,43,12,11,"1,308,523,603"
537,12,23,26,30,36,43,11,7,"2,104,038,911"
538,6,10,18,31,32,34,11,3,"4,688,021,625"
539,3,19,22,31,42,43,26,9,"1,621,036,667"
540,3,12,13,15,34,36,14,7,"1,989,365,250"
541,8,13,26,28,32,34,43,11,"1,269,327,171"
542,5,6,19,26,41,45,34,6,"2,335,152,563"
543,13,18,26,31,34,44,12,12,"1,112,934,844"
544,5,17,21,25,36,44,10,13,"1,046,388,433"
545,4,24,25,27,34,35,2,11,"1,198,994,353"
546,8,17,20,27,37,43,6,30,"405,939,950"
547,6,7,15,22,34,39,28,5,"2,838,444,450"
548,1,12,13,21,32,45,14,8,"1,736,871,891"
549,29,31,35,38,40,44,17,8,"1,760,805,047"
550,1,7,14,20,34,37,41,11,"1,118,679,205"
551,3,6,20,24,27,44,25,1,"13,526,973,750"
552,1,10,20,32,35,40,43,10,"1,330,824,225"
553,2,7,17,28,29,39,37,6,"2,249,631,438"
554,13,14,17,32,41,42,6,2,"6,813,893,625"
555,11,17,21,24,26,36,12,8,"1,711,027,360"
556,12,20,23,28,30,44,43,7,"2,005,209,161"
557,4,20,26,28,35,40,31,7,"1,888,069,286"
558,12,15,19,26,40,43,29,10,"1,315,913,663"
559,11,12,25,32,44,45,23,7,"1,926,145,608"
560,1,4,20,23,29,45,28,7,"1,976,697,215"
561,5,7,18,37,42,45,20,5,"2,753,712,225"
562,4,11,13,17,20,31,33,11,"1,166,694,614"
563,5,10,16,17,31,32,21,7,"1,932,735,643"
564,14,19,25,26,27,34,2,7,"1,934,801,143"
565,4,10,18,27,40,45,38,8,"1,742,064,469"
566,4,5,6,25,26,43,41,4,"3,508,951,032"
567,1,10,15,16,32,41,28,6,"2,318,659,438"
568,1,3,17,20,31,44,40,10,"1,305,167,550"
569,3,6,13,23,24,35,1,4,"3,467,925,188"
570,1,12,26,27,29,33,42,9,"1,527,791,625"
571,11,18,21,26,38,43,29,7,"1,966,538,465"
572,3,13,18,33,37,45,1,8,"1,668,216,188"
573,2,4,20,34,35,43,14,8,"1,645,691,766"
574,14,15,16,19,25,43,2,2,"6,965,184,938"
575,2,8,20,30,33,34,6,8,"1,699,267,875"
576,10,11,15,25,35,41,13,3,"4,321,966,000"
577,16,17,22,31,34,37,33,3,"4,484,438,375"
578,5,12,14,32,34,42,16,5,"2,796,466,575"
579,5,7,20,22,37,42,39,11,"1,396,068,444"
580,5,7,9,11,32,35,33,7,"2,028,610,500"
581,3,5,14,20,42,44,33,8,"1,844,554,547"
582,2,12,14,33,40,41,25,4,"3,560,558,719"
583,8,17,27,33,40,44,24,11,"1,341,848,353"
584,7,18,30,39,40,41,36,3,"5,033,183,250"
585,6,7,10,16,38,41,4,9,"1,620,546,334"
586,2,7,12,15,21,34,5,8,"1,778,354,344"
587,14,21,29,31,32,37,17,3,"4,974,577,375"
588,2,8,15,22,25,41,30,5,"2,889,342,075"
589,6,8,28,33,38,39,22,7,"2,136,877,983"
590,20,30,36,38,41,45,23,7,"2,185,183,983"
591,8,13,14,30,38,39,5,5,"2,964,676,200"
592,2,5,6,13,28,44,43,6,"2,356,381,688"
593,9,10,13,24,33,38,28,9,"1,532,833,500"
594,2,8,13,25,28,37,3,11,"1,255,592,796"
595,8,24,28,35,38,40,5,8,"1,744,525,219"
596,3,4,12,14,25,43,17,10,"1,328,267,663"
597,8,10,23,24,35,43,37,13,"1,057,920,606"
598,4,12,24,33,38,45,22,16,"833,998,594"
599,5,12,17,29,34,35,27,8,"1,710,918,329"
600,5,11,14,27,29,36,44,15,"901,798,725"
601,2,16,19,31,34,35,37,9,"1,524,565,209"
602,13,14,22,27,30,38,2,8,"1,689,530,860"
603,2,19,25,26,27,43,28,4,"3,452,136,563"
604,2,6,18,21,33,34,30,11,"1,229,141,557"
605,1,2,7,9,10,38,42,9,"1,394,232,250"
606,1,5,6,14,20,39,22,10,"1,311,566,850"
607,8,14,23,36,38,39,13,4,"3,494,480,907"
608,4,8,18,19,39,44,41,7,"1,943,530,018"
609,4,8,27,34,39,40,13,2,"6,339,311,438"
610,14,18,20,23,28,36,33,4,"3,516,018,375"
611,2,22,27,33,36,37,14,4,"3,502,706,157"
612,6,9,18,19,25,33,40,11,"1,181,705,250"
613,7,8,11,16,41,44,35,9,"1,549,831,209"
614,8,21,25,39,40,44,18,6,"2,540,975,438"
615,10,17,18,19,23,27,35,9,"1,535,062,417"
616,5,13,18,23,40,45,3,9,"1,611,811,250"
617,4,5,11,12,24,27,28,8,"1,629,701,860"
618,8,16,25,30,42,43,15,5,"2,881,326,225"
619,6,8,13,30,35,40,21,3,"4,612,479,375"
620,2,16,17,32,39,45,40,7,"2,028,283,233"
621,1,2,6,16,19,42,9,6,"2,359,723,500"
622,9,15,16,21,28,34,24,9,"1,630,598,292"
623,7,13,30,39,41,45,25,8,"1,813,702,594"
624,1,7,19,26,27,35,16,5,"2,763,729,450"
625,3,6,7,20,21,39,13,5,"2,765,184,675"
626,13,14,26,33,40,43,15,8,"1,717,871,110"
627,2,9,22,25,31,45,12,10,"1,352,230,650"
628,1,7,12,15,23,42,11,9,"1,499,942,875"
629,19,28,31,38,43,44,1,5,"2,919,433,575"
630,8,17,21,24,27,31,15,3,"4,836,305,500"
631,1,2,4,23,31,34,8,4,"3,919,853,532"
632,15,18,21,32,35,44,6,11,"1,432,587,716"
633,9,12,19,20,39,41,13,12,"1,217,257,094"
634,4,10,11,12,20,27,38,13,"1,077,935,106"
635,11,13,25,26,29,33,32,8,"1,855,587,235"
636,6,7,15,16,20,31,26,8,"1,832,362,219"
637,3,16,22,37,38,44,23,4,"3,899,241,094"
638,7,18,22,24,31,34,6,7,"2,229,403,179"
639,6,15,22,23,25,32,40,4,"4,061,185,219"
640,14,15,18,21,26,35,23,9,"1,728,768,834"
641,11,18,21,36,37,43,12,8,"1,990,074,563"
642,8,17,18,24,39,45,32,12,"1,251,460,438"
643,15,24,31,32,33,40,13,6,"2,535,763,625"
644,5,13,17,23,28,36,8,8,"1,831,451,204"
645,1,4,16,26,40,41,31,4,"3,696,297,750"
646,2,9,24,41,43,45,30,7,"2,215,498,393"
647,5,16,21,23,24,30,29,7,"2,189,725,608"
648,13,19,28,37,38,43,4,7,"2,120,987,947"
649,3,21,22,33,41,42,20,5,"2,948,042,100"
650,3,4,7,11,31,41,35,5,"2,849,298,900"
651,11,12,16,26,29,44,18,8,"1,855,306,454"
652,3,13,15,40,41,44,20,5,"3,003,483,525"
653,5,6,26,27,38,39,1,14,"980,958,670"
654,16,21,26,31,36,43,6,8,"1,879,301,391"
655,7,37,38,39,40,44,18,9,"1,661,439,625"
656,3,7,14,16,31,40,39,2,"7,330,002,750"
657,10,14,19,39,40,43,23,9,"1,694,762,792"
658,8,19,25,28,32,36,37,9,"1,634,031,375"
659,7,18,19,27,29,42,45,11,"1,336,604,216"
660,4,9,23,33,39,44,14,10,"1,421,272,575"
661,2,3,12,20,27,38,40,8,"1,713,025,547"
662,5,6,9,11,15,37,26,8,"1,689,733,688"
663,3,5,8,19,38,42,20,7,"2,080,244,143"
664,10,20,33,36,41,44,5,10,"1,536,801,338"
665,5,6,11,17,38,44,13,4,"3,643,230,375"
666,2,4,6,11,17,28,16,6,"2,396,901,063"
667,15,17,25,37,42,43,13,7,"2,228,764,393"
668,12,14,15,24,27,32,3,5,"2,991,158,625"
669,7,8,20,29,33,38,9,6,"2,708,173,188"
670,11,18,26,27,40,41,25,12,"1,191,725,219"
671,7,9,10,13,31,35,24,4,"3,722,322,844"
672,8,21,28,31,36,45,43,9,"1,754,745,000"
673,7,10,17,29,33,44,5,10,"1,491,453,300"
674,9,10,14,25,27,31,11,8,"1,770,565,500"
675,1,8,11,15,18,45,7,4,"3,514,549,032"
676,1,8,17,34,39,45,27,8,"1,879,726,500"
677,12,15,24,36,41,44,42,8,"1,921,114,407"
678,4,5,6,12,25,37,45,6,"2,288,490,188"
679,3,5,7,14,26,34,35,5,"2,863,005,600"
680,4,10,19,29,32,42,30,14,"1,110,570,563"
681,21,24,27,29,43,44,7,6,"2,696,328,938"
682,17,23,27,35,38,43,2,4,"4,063,713,563"
683,6,13,20,27,28,40,15,16,"1,010,930,883"
684,1,11,15,17,25,39,40,9,"1,688,815,709"
685,6,7,12,28,38,40,18,11,"1,494,367,671"
686,7,12,15,24,25,43,13,8,"1,937,531,719"
687,1,8,10,13,28,42,45,6,"2,720,029,313"
688,5,15,22,23,34,35,2,9,"1,967,536,750"
689,7,17,19,30,36,38,34,7,"2,321,775,911"
690,24,25,33,34,38,39,43,15,"1,126,507,625"
691,15,27,33,35,43,45,16,6,"2,839,296,750"
692,3,11,14,15,32,36,44,7,"2,301,273,697"
693,1,6,11,28,34,42,30,10,"1,642,763,813"
694,7,15,20,25,33,43,12,10,"1,555,036,388"
695,4,18,26,33,34,38,14,11,"1,450,214,830"
696,1,7,16,18,34,38,21,10,"1,632,054,413"
697,2,5,8,11,33,39,31,10,"1,531,443,038"
698,3,11,13,21,33,37,18,8,"1,921,084,125"
699,4,5,8,16,21,29,3,8,"1,995,411,375"
700,11,23,28,29,30,44,13,8,"2,082,099,188"
701,3,10,14,16,36,38,35,10,"1,583,183,175"
702,3,13,16,24,26,29,9,11,"1,465,091,387"
703,10,28,31,33,41,44,21,5,"3,235,784,100"
704,1,4,8,23,33,42,45,4,"3,865,190,344"
705,1,6,17,22,28,45,23,4,"3,987,206,532"
706,3,4,6,10,28,30,37,4,"3,831,746,063"
707,2,12,19,24,39,44,35,12,"1,322,167,313"
708,2,10,16,19,34,45,1,4,"4,099,552,219"
709,10,18,30,36,39,44,32,14,"1,165,271,625"
710,3,4,9,24,25,33,10,5,"2,895,441,150"
711,11,15,24,35,37,45,42,7,"2,277,413,358"
712,17,20,30,31,33,45,19,4,"4,034,485,125"
713,2,5,15,18,19,23,44,9,"1,714,720,917"
714,1,7,22,33,37,40,20,7,"2,085,131,733"
715,2,7,27,33,41,44,10,6,"2,605,510,438"
716,2,6,13,16,29,30,21,12,"1,358,752,157"
717,2,11,19,25,28,32,44,6,"2,702,433,688"
718,4,11,20,23,32,39,40,17,"926,166,464"
719,4,8,13,19,20,43,26,9,"1,879,581,334"
720,1,12,29,34,36,37,41,14,"1,233,770,358"
721,1,28,35,41,43,44,31,8,"2,273,767,360"
722,12,14,21,30,39,43,45,4,"4,365,422,719"
723,20,30,33,35,36,44,22,8,"2,114,365,360"
724,2,8,33,35,37,41,14,12,"1,427,789,813"
725,6,7,19,21,41,43,38,11,"1,579,217,250"
726,1,11,21,23,34,44,24,14,"1,166,872,634"
727,7,8,10,19,21,31,20,14,"1,115,107,742"
728,3,6,10,30,34,37,36,5,"3,243,464,400"
729,11,17,21,26,36,45,16,4,"4,198,250,719"
730,4,10,14,15,18,22,39,8,"2,017,382,110"
731,2,7,13,25,42,45,39,7,"2,340,471,054"
732,2,4,5,17,27,32,43,7,"2,203,270,608"
733,11,24,32,33,35,40,13,4,"4,016,725,125"
734,6,16,37,38,41,45,18,9,"1,949,395,500"
735,5,10,13,27,37,41,4,10,"1,847,231,588"
736,2,11,17,18,21,27,6,5,"3,397,362,225"
737,13,15,18,24,27,41,11,4,"4,283,061,000"
738,23,27,28,38,42,43,36,11,"1,634,191,091"
739,7,22,29,33,34,35,30,4,"4,744,122,282"
740,4,8,9,16,17,19,31,18,"936,929,792"
741,5,21,27,34,44,45,16,6,"3,043,595,938"
742,8,10,13,36,37,40,6,16,"1,111,814,813"
743,15,19,21,34,41,44,10,7,"2,608,641,000"
744,10,15,18,21,34,41,43,15,"1,155,411,575"
745,1,2,3,9,12,23,10,20,"746,822,982"
746,3,12,33,36,42,45,25,9,"2,038,623,709"
747,7,9,12,14,23,28,17,9,"1,903,214,584"
748,3,10,13,22,31,32,29,9,"1,928,246,542"
749,12,14,24,26,34,45,41,13,"1,350,104,395"
750,1,2,15,19,24,36,12,7,"2,522,104,286"
751,3,4,16,20,28,44,17,8,"2,097,968,110"
752,4,16,20,33,40,43,7,9,"1,870,358,834"
753,2,17,19,24,37,41,3,6,"2,711,105,063"
754,2,8,17,24,29,31,32,5,"3,427,542,000"
755,13,14,26,28,30,36,37,8,"2,214,427,266"
756,10,14,16,18,27,28,4,5,"3,414,434,700"
757,6,7,11,17,33,44,1,21,"739,839,858"
758,5,9,12,30,39,43,24,8,"2,078,969,954"
759,9,33,36,40,42,43,32,6,"3,032,670,500"
760,10,22,27,31,42,43,12,8,"2,253,299,391"
761,4,7,11,24,42,45,30,7,"2,392,730,518"
762,1,3,12,21,26,41,16,10,"1,631,432,063"
763,3,8,16,32,34,43,10,8,"2,138,130,000"
764,7,22,24,31,34,36,15,7,"2,459,975,465"
765,1,3,8,12,42,43,33,15,"1,109,214,250"
766,9,30,34,35,39,41,21,8,"2,173,637,297"
767,5,15,20,31,34,42,22,15,"1,163,768,725"
768,7,27,29,30,38,44,4,13,"1,363,572,260"
769,5,7,11,16,41,45,4,9,"1,930,760,042"
770,1,9,12,23,39,43,34,8,"2,163,099,329"
771,6,10,17,18,21,29,30,4,"4,362,644,907"
772,5,6,11,14,21,41,32,10,"1,769,608,838"
773,8,12,19,21,31,35,44,11,"1,609,403,080"
774,12,15,18,28,34,42,9,11,"1,709,721,512"
775,11,12,29,33,38,42,17,5,"3,470,437,650"
776,8,9,18,21,28,40,20,7,"2,557,579,393"
777,6,12,17,21,34,37,18,21,"833,468,036"
778,6,21,35,36,37,41,11,3,"6,264,069,500"
779,6,12,19,24,34,41,4,11,"1,527,709,296"
780,15,17,19,21,27,45,16,11,"1,667,520,137"
781,11,16,18,19,24,39,43,9,"1,882,891,542"
782,6,18,31,34,38,45,20,9,"1,946,487,625"
783,14,15,16,17,38,45,36,4,"4,603,964,625"
784,3,10,23,24,31,39,22,9,"1,908,678,000"
785,4,6,15,25,26,33,40,6,"2,886,622,688"
786,12,15,16,20,24,30,38,4,"4,551,365,250"
787,5,6,13,16,27,28,9,6,"3,092,108,313"
788,2,10,11,19,35,39,29,13,"1,401,475,154"
789,2,6,7,12,19,45,38,15,"1,140,976,825"
790,3,8,19,27,30,41,12,16,"1,160,516,274"
791,2,10,12,31,33,42,32,14,"1,253,081,893"
792,2,7,19,25,29,36,16,7,"2,655,736,768"
793,10,15,21,35,38,43,31,5,"3,750,146,775"
794,6,7,18,19,30,38,13,7,"2,650,940,304"
795,3,10,13,26,34,38,36,11,"1,714,977,000"
796,1,21,26,36,40,41,5,7,"2,763,490,340"
797,5,22,31,32,39,45,36,8,"2,397,028,125"
798,2,10,14,22,32,36,41,7,"2,710,791,911"
799,12,17,23,34,42,45,33,10,"1,826,427,225"
800,1,4,10,12,28,45,26,11,"1,632,246,205"
801,17,25,28,37,43,44,2,8,"2,256,786,657"
802,10,11,12,18,24,42,27,16,"1,082,947,993"
803,5,9,14,26,30,43,2,5,"3,663,810,225"
804,1,10,13,26,32,36,9,11,"1,631,996,523"
805,3,12,13,18,31,32,42,4,"4,266,061,969"
806,14,20,23,31,37,38,27,7,"2,640,760,875"
807,6,10,18,25,34,35,33,7,"2,437,662,322"
808,15,21,31,32,41,43,24,6,"3,087,620,500"
809,6,11,15,17,23,40,39,6,"2,921,372,750"
810,5,10,13,21,39,43,11,8,"2,231,598,047"
811,8,11,19,21,36,45,25,7,"2,524,148,197"
812,1,3,12,14,16,43,10,6,"2,947,954,750"
813,11,30,34,35,42,44,27,4,"4,591,763,157"
814,2,21,28,38,42,45,30,6,"3,067,192,063"
815,17,21,25,26,27,36,4,7,"2,579,855,358"
816,12,18,19,29,31,39,7,8,"2,128,107,938"
817,3,9,12,13,25,43,34,9,"1,868,477,334"
818,14,15,25,28,29,30,3,13,"1,380,804,318"
819,16,25,33,38,40,45,15,7,"2,594,534,840"
820,10,21,22,30,35,42,6,4,"4,627,313,532"
821,1,12,13,24,29,44,16,14,"1,316,155,956"
822,9,18,20,24,27,36,12,3,"5,930,898,625"
823,12,18,24,26,39,40,15,9,"2,009,843,917"
824,7,9,24,29,34,38,26,15,"1,256,646,550"
825,8,15,21,31,33,38,42,12,"1,658,710,563"
826,13,16,24,25,33,36,42,9,"2,075,192,084"
827,5,11,12,29,33,44,14,15,"1,206,500,375"
828,4,7,13,29,31,39,18,13,"1,455,185,972"
829,4,5,31,35,43,45,29,8,"2,444,650,641"
830,5,6,16,18,37,38,17,9,"2,060,528,750"
831,3,10,16,19,31,39,9,16,"1,110,702,258"
832,13,14,19,26,40,43,30,9,"2,088,204,584"
833,12,18,30,39,41,42,19,8,"2,356,317,282"
834,6,8,18,35,42,43,3,11,"1,690,693,671"
835,9,10,13,28,38,45,35,15,"1,233,681,125"
836,1,9,11,14,26,28,19,14,"1,257,843,670"
837,2,25,28,30,33,45,6,6,"3,144,449,125"
838,9,14,17,33,36,38,20,5,"3,813,733,050"
839,3,9,11,12,13,19,35,13,"1,359,454,904"
840,2,4,11,28,29,43,27,10,"2,042,961,788"
841,5,11,14,30,33,38,24,17,"1,116,095,714"
842,14,26,32,36,39,42,38,10,"2,035,475,025"
843,19,21,30,33,34,42,4,5,"4,012,970,100"
844,7,8,13,15,33,45,18,18,"1,162,963,542"
845,1,16,29,33,40,45,6,11,"1,891,217,182"
846,5,18,30,41,43,45,13,13,"1,596,884,395"
847,12,16,26,28,30,42,22,8,"2,520,846,657"
848,1,2,16,22,38,39,34,7,"3,011,580,858"
849,5,13,17,29,34,39,3,17,"1,158,252,883"
850,16,20,24,28,36,39,5,6,"3,377,587,875"
851,14,18,22,26,31,44,40,8,"2,483,692,313"
852,11,17,28,30,33,35,9,4,"4,801,543,407"
853,2,8,23,26,27,44,13,7,"2,885,006,786"
854,20,25,31,32,36,43,3,6,"3,421,706,750"
855,8,15,17,19,43,44,7,9,"2,269,510,500"
856,10,24,40,41,43,44,17,5,"3,977,927,550"
857,6,10,16,28,34,38,43,15,"1,284,915,425"
858,9,13,32,38,39,43,23,9,"2,202,347,459"
859,8,22,35,38,39,41,24,11,"1,853,927,489"
860,4,8,18,25,27,32,42,10,"1,879,899,825"
861,11,17,19,21,22,25,24,4,"4,872,108,844"
862,10,34,38,40,42,43,32,9,"2,190,922,709"
863,16,21,28,35,39,43,12,7,"2,853,357,322"
864,3,7,10,13,25,36,32,11,"1,716,553,637"
865,3,15,22,32,33,45,2,13,"1,551,729,145"
866,9,15,29,34,37,39,12,9,"2,240,409,000"
867,14,17,19,22,24,40,41,5,"3,933,755,250"
868,12,17,28,41,43,44,25,6,"3,233,804,250"
869,2,6,20,27,37,39,4,10,"1,922,582,588"
870,21,25,30,32,40,42,31,10,"1,928,842,988"
871,2,6,12,26,30,34,38,7,"2,718,071,358"
872,2,4,30,32,33,43,29,16,"1,262,705,579"
873,3,5,12,13,33,39,38,10,"1,874,553,225"
874,1,15,19,23,28,42,32,18,"1,117,123,917"
875,19,22,30,34,39,44,36,14,"1,415,946,724"
876,5,16,21,26,34,42,24,19,"1,090,657,856"
877,5,17,18,22,23,43,12,12,"1,716,607,188"
878,2,6,11,16,25,31,3,6,"3,207,993,500"
879,1,4,10,14,15,35,20,6,"3,206,361,313"
880,7,17,19,23,24,45,38,7,"2,837,810,465"
881,4,18,20,26,27,32,9,8,"2,503,212,282"
882,18,34,39,43,44,45,23,5,"4,127,270,400"
883,9,18,32,33,37,44,22,15,"1,360,519,525"
884,4,14,23,28,37,45,17,12,"1,799,077,282"
885,1,3,24,27,39,45,31,13,"1,543,832,568"
886,19,23,28,37,42,45,2,7,"2,974,643,786"
887,8,14,17,27,36,45,10,8,"2,535,268,688"
888,3,7,12,31,34,38,32,8,"2,370,359,204"
889,3,13,29,38,39,42,26,10,"2,108,986,950"
890,1,4,14,18,29,37,6,9,"2,335,486,167"
891,9,13,28,31,39,41,19,7,"3,082,673,947"
892,4,9,17,18,26,42,36,17,"1,282,017,464"
893,1,15,17,23,25,41,10,9,"2,377,433,625"
894,19,32,37,40,41,43,45,9,"2,377,935,959"
895,16,26,31,38,39,41,23,12,"1,928,079,219"
896,5,12,25,26,38,45,23,7,"3,053,222,036"
897,6,7,12,22,26,36,29,13,"1,619,922,520"
898,18,21,28,35,37,42,17,8,"2,639,313,235"
899,8,19,20,21,33,39,37,6,"3,359,356,063"
900,7,13,16,18,35,38,14,6,"3,349,851,375"
901,5,18,20,23,30,34,21,9,"2,267,974,667"
902,7,19,23,24,36,39,30,13,"1,619,317,529"
903,2,15,16,21,22,28,45,13,"1,684,582,212"
904,2,6,8,26,43,45,11,8,"2,718,077,813"
905,3,4,16,27,38,40,20,7,"3,017,862,536"
906,2,5,14,28,31,32,20,9,"2,472,607,250"
907,21,27,29,38,40,44,37,7,"3,165,059,036"
908,3,16,21,22,23,44,30,8,"2,834,856,141"
909,7,24,29,30,34,35,33,11,"2,021,062,875"
910,1,11,17,27,35,39,31,21,"941,316,375"
911,4,5,12,14,32,42,35,10,"2,113,538,625"
912,5,8,18,21,22,38,10,14,"1,493,500,581"
913,6,14,16,21,27,37,40,16,"1,338,755,602"
914,16,19,24,33,42,44,27,11,"1,950,005,557"
915,2,6,11,13,22,37,14,6,"3,518,640,500"
916,6,21,22,32,35,36,17,11,"2,025,384,341"
917,1,3,23,24,27,43,34,10,"2,144,799,638"
918,7,11,12,31,33,38,5,18,"1,117,622,646"
919,9,14,17,18,42,44,35,5,"4,305,150,450"
920,2,3,26,33,34,43,29,7,"3,120,260,197"
921,5,7,12,22,28,41,1,17,"1,232,573,405"
922,2,6,13,17,27,43,36,6,"3,417,904,500"
923,3,17,18,23,36,41,26,8,"2,667,554,625"
924,3,11,34,42,43,44,13,9,"2,382,430,667"
925,13,24,32,34,39,42,4,12,"1,771,080,532"
926,10,16,18,20,25,31,6,10,"2,032,490,663"
927,4,15,22,38,41,43,26,6,"3,714,203,875"
928,3,4,10,20,28,44,30,7,"3,134,591,358"
929,7,9,12,15,19,23,4,16,"1,308,035,157"
930,8,21,25,38,39,44,28,8,"2,832,418,829"
931,14,15,23,25,35,43,32,8,"2,957,108,063"
932,1,6,15,36,37,38,5,7,"3,390,022,983"
933,23,27,29,31,36,45,37,8,"2,927,797,079"
934,1,3,30,33,36,39,12,4,"5,765,772,844"
935,4,10,20,32,38,44,18,13,"1,711,055,424"
936,7,11,13,17,18,29,43,14,"1,492,069,179"
937,2,10,13,22,29,40,26,11,"2,058,420,819"
938,4,8,10,16,31,36,9,10,"2,249,466,563"
939,4,11,28,39,42,45,6,13,"1,708,363,039"
940,3,15,20,22,24,41,11,8,"2,846,071,079"
941,12,14,25,27,39,40,35,16,"1,347,297,422"
942,10,12,18,35,42,43,39,6,"3,761,680,313"
943,1,8,13,36,44,45,39,7,"3,435,045,108"
944,2,13,16,19,32,33,42,13,"1,961,836,356"
945,9,10,15,30,33,37,26,13,"1,765,554,491"
946,9,18,19,30,34,40,20,11,"2,157,656,182"
947,3,8,17,20,27,35,26,18,"1,275,855,750"
948,13,18,30,31,38,41,5,11,"2,188,548,716"
949,14,21,35,36,40,44,30,10,"2,458,569,713"
950,3,4,15,22,28,40,10,8,"3,281,920,500"
951,2,12,30,31,39,43,38,14,"1,747,552,661"
952,4,12,22,24,33,41,38,9,"2,713,699,834"
953,7,9,22,27,37,42,34,14,"1,640,636,009"
954,1,9,26,28,30,41,32,10,"2,478,795,900"
955,4,9,23,26,29,33,8,12,"2,023,170,188"
956,10,11,20,21,25,41,40,11,"2,022,982,671"
957,4,15,24,35,36,40,1,11,"2,126,634,137"
958,2,9,10,16,35,37,1,15,"1,596,119,675"
959,1,14,15,24,40,41,35,8,"3,015,312,891"
960,2,18,24,30,32,45,14,10,"2,401,133,213"
961,11,20,29,31,33,42,43,9,"2,575,231,209"
962,1,18,28,31,34,43,40,12,"1,940,906,094"
963,6,12,19,23,34,42,35,15,"1,476,478,125"
964,6,21,36,38,39,43,30,10,"2,345,861,063"
965,2,13,25,28,29,36,34,7,"3,403,348,929"
966,1,21,25,29,34,37,36,10,"2,411,303,513"
967,1,6,13,37,38,40,9,4,"5,809,776,094"
968,2,5,12,14,24,39,33,13,"1,667,729,683"
969,3,9,10,29,40,45,7,20,"1,149,427,894"
970,9,11,16,21,28,36,5,14,"1,611,544,045"
971,2,6,17,18,21,26,7,6,"3,725,880,250"
972,3,6,17,23,37,39,26,20,"1,124,886,244"
973,22,26,31,37,41,42,24,8,"2,912,742,750"
974,1,2,11,16,39,44,32,17,"1,317,034,523"
975,7,8,9,17,22,24,5,9,"2,440,410,375"
976,4,12,14,25,35,37,2,7,"3,243,867,215"
977,2,9,10,14,22,44,16,14,"1,669,905,911"
978,1,7,15,32,34,42,8,10,"2,373,391,388"
979,7,11,16,21,27,33,24,14,"1,606,400,518"
980,3,13,16,23,24,35,14,7,"3,409,443,215"
981,27,36,37,41,43,45,32,13,"1,992,863,193"
982,5,7,13,20,21,44,33,8,"3,023,630,672"
983,13,23,26,31,35,43,15,10,"2,503,422,225"
984,3,10,23,35,36,37,18,7,"3,453,006,268"
985,17,21,23,30,34,44,19,10,"2,434,752,975"
986,7,10,16,28,41,42,40,10,"2,375,275,125"
987,2,4,15,23,29,38,7,10,"2,378,711,625"
988,2,13,20,30,31,41,27,9,"2,678,489,375"
989,17,18,21,27,29,33,26,4,"5,826,768,563"
990,2,4,25,26,36,37,28,14,"1,740,095,277"
991,13,18,25,31,33,44,38,8,"2,904,166,032"
992,12,20,26,33,44,45,24,12,"1,986,955,563"
993,6,14,16,18,24,42,44,6,"3,991,197,063"
994,1,3,8,24,27,35,28,12,"1,861,582,063"
995,1,4,13,29,38,39,7,7,"3,447,271,875"
996,6,11,15,24,32,39,28,18,"1,491,185,771"
997,4,7,14,16,24,44,20,19,"1,253,749,560"
998,13,17,18,20,42,45,41,12,"2,076,499,657"
999,1,3,9,14,18,28,34,16,"1,513,274,790"
1000,2,8,19,22,32,42,39,22,"1,246,819,620"
